# BJD pha mod pha_sorted mod_sorted 
-1.129324  0.793758  -5.575167     0.003758  1.051861
-1.074567  0.803758  -5.145556     0.013758  1.145625
-1.019810  0.813758  -4.717640     0.023758  1.212864
-0.965052  0.823758  -4.293108     0.033758  1.253314
-0.910295  0.833758  -3.873636     0.043758  1.266815
-0.855538  0.843758  -3.460879     0.053758  1.253314
-0.800781  0.853758  -3.056466     0.063758  1.212864
-0.746023  0.863758  -2.661993     0.073758  1.145625
-0.691266  0.873758  -2.279017     0.083758  1.051861
-0.636509  0.883758  -1.909050     0.093758  0.931944
-0.581752  0.893758  -1.553551     0.103758  0.786347
-0.526994  0.903758  -1.213924     0.113758  0.615643
-0.472237  0.913758  -0.891508     0.123758  0.420507
-0.417480  0.923758  -0.587577     0.133758  0.201709
-0.362723  0.933758  -0.303329     0.143758  -0.039887
-0.307965  0.943758  -0.039887     0.153758  -0.303329
-0.253208  0.953758  0.201709     0.163758  -0.587577
-0.198451  0.963758  0.420507     0.173758  -0.891508
-0.143694  0.973758  0.615643     0.183758  -1.213924
-0.088936  0.983758  0.786347     0.193758  -1.553551
-0.034179  0.993758  0.931944     0.203758  -1.909050
0.020578  0.003758  1.051861     0.213758  -2.279017
0.075335  0.013758  1.145625     0.223758  -2.661993
0.130093  0.023758  1.212864     0.233758  -3.056466
0.184850  0.033758  1.253314     0.243758  -3.460879
0.239607  0.043758  1.266815     0.253758  -3.873636
0.294364  0.053758  1.253314     0.263758  -4.293108
0.349122  0.063758  1.212864     0.273758  -4.717640
0.403879  0.073758  1.145625     0.283758  -5.145556
0.458636  0.083758  1.051861     0.293758  -5.575167
0.513393  0.093758  0.931944     0.303758  -6.004779
0.568151  0.103758  0.786347     0.313758  -6.432695
0.622908  0.113758  0.615643     0.323758  -6.857227
0.677665  0.123758  0.420507     0.333758  -7.276699
0.732422  0.133758  0.201709     0.343758  -7.689456
0.787180  0.143758  -0.039887     0.353758  -8.093869
0.841937  0.153758  -0.303329     0.363758  -8.488342
0.896694  0.163758  -0.587577     0.373758  -8.871318
0.951451  0.173758  -0.891508     0.383758  -9.241285
1.006209  0.183758  -1.213924     0.393758  -9.596784
1.060966  0.193758  -1.553551     0.403758  -9.936411
1.115723  0.203758  -1.909050     0.413758  -10.258827
1.170480  0.213758  -2.279017     0.423758  -10.562758
1.225238  0.223758  -2.661993     0.433758  -10.847005
1.279995  0.233758  -3.056466     0.443758  -11.110447
1.334752  0.243758  -3.460879     0.453758  -11.352044
1.389509  0.253758  -3.873636     0.463758  -11.570842
1.444267  0.263758  -4.293108     0.473758  -11.765978
1.499024  0.273758  -4.717640     0.483758  -11.936682
1.553781  0.283758  -5.145556     0.493758  -12.082279
1.608538  0.293758  -5.575167     0.503758  -12.202196
1.663296  0.303758  -6.004779     0.513758  -12.295959
1.718053  0.313758  -6.432695     0.523758  -12.363199
1.772810  0.323758  -6.857227     0.533758  -12.403649
1.827567  0.333758  -7.276699     0.543758  -12.417150
1.882325  0.343758  -7.689456     0.553758  -12.403649
1.937082  0.353758  -8.093869     0.563758  -12.363199
1.991839  0.363758  -8.488342     0.573758  -12.295959
2.046596  0.373758  -8.871318     0.583758  -12.202196
2.101354  0.383758  -9.241285     0.593758  -12.082279
2.156111  0.393758  -9.596784     0.603758  -11.936682
2.210868  0.403758  -9.936411     0.613758  -11.765978
2.265625  0.413758  -10.258827     0.623758  -11.570842
2.320382  0.423758  -10.562758     0.633758  -11.352044
2.375140  0.433758  -10.847005     0.643758  -11.110447
2.429897  0.443758  -11.110447     0.653758  -10.847005
2.484654  0.453758  -11.352044     0.663758  -10.562758
2.539411  0.463758  -11.570842     0.673758  -10.258827
2.594169  0.473758  -11.765978     0.683758  -9.936411
2.648926  0.483758  -11.936682     0.693758  -9.596784
2.703683  0.493758  -12.082279     0.703758  -9.241285
2.758440  0.503758  -12.202196     0.713758  -8.871318
2.813198  0.513758  -12.295959     0.723758  -8.488342
2.867955  0.523758  -12.363199     0.733758  -8.093869
2.922712  0.533758  -12.403649     0.743758  -7.689456
2.977469  0.543758  -12.417150     0.753758  -7.276699
3.032227  0.553758  -12.403649     0.763758  -6.857227
3.086984  0.563758  -12.363199     0.773758  -6.432695
3.141741  0.573758  -12.295959     0.783758  -6.004779
3.196498  0.583758  -12.202196     0.793758  -5.575167
3.251256  0.593758  -12.082279     0.803758  -5.145556
3.306013  0.603758  -11.936682     0.813758  -4.717640
3.360770  0.613758  -11.765978     0.823758  -4.293108
3.415527  0.623758  -11.570842     0.833758  -3.873636
3.470285  0.633758  -11.352044     0.843758  -3.460879
3.525042  0.643758  -11.110447     0.853758  -3.056466
3.579799  0.653758  -10.847005     0.863758  -2.661993
3.634556  0.663758  -10.562758     0.873758  -2.279017
3.689314  0.673758  -10.258827     0.883758  -1.909050
3.744071  0.683758  -9.936411     0.893758  -1.553551
3.798828  0.693758  -9.596784     0.903758  -1.213924
3.853585  0.703758  -9.241285     0.913758  -0.891508
3.908343  0.713758  -8.871318     0.923758  -0.587577
3.963100  0.723758  -8.488342     0.933758  -0.303329
4.017857  0.733758  -8.093869     0.943758  -0.039887
4.072614  0.743758  -7.689456     0.953758  0.201709
4.127372  0.753758  -7.276699     0.963758  0.420507
4.182129  0.763758  -6.857227     0.973758  0.615643
4.236886  0.773758  -6.432695     0.983758  0.786347
4.291643  0.783758  -6.004779     0.993758  0.931944
